name,id,popularity,winrate
Enchantment: Devourer,3722,0.012100,0.488907
Enchantment: Devourer,3726,0.042800,0.513921
Enchantment: Distortion,3253,0.003420,0.627907
Enchantment: Distortion,3258,0.019420,0.641471
Enchantment: Distortion,3263,0.005030,0.572565
Enchantment: Distortion,3268,0.009780,0.614604
Enchantment: Distortion,3273,0.012130,0.619281
Enchantment: Distortion,3278,0.013110,0.653030
Enchantment: Distortion,3283,0.001240,0.540323
Enchantment: Furor,3252,0.200350,0.641603
Enchantment: Furor,3257,0.013840,0.656362
Enchantment: Furor,3262,0.009070,0.650985
Enchantment: Furor,3267,0.012670,0.699295
Enchantment: Furor,3272,0.005010,0.631683
Enchantment: Furor,3277,0.014560,0.658920
Enchantment: Furor,3282,0.003110,0.627010
Enchantment: Homeguard,3250,0.542690,0.452452
Enchantment: Homeguard,3255,0.609630,0.464515
Enchantment: Homeguard,3260,0.340600,0.465706
Enchantment: Homeguard,3265,0.420180,0.471956
Enchantment: Homeguard,3270,0.552530,0.476633
Enchantment: Homeguard,3275,0.207230,0.474887
Enchantment: Homeguard,3280,0.053920,0.485395
Enchantment: Magus,3708,0.078470,0.528605
Enchantment: Magus,3716,0.006660,0.491754
Enchantment: Magus,3720,0.001380,0.442029
Enchantment: Magus,3724,0.059930,0.504781
Enchantment: Warrior,3707,0.497970,0.493130
Enchantment: Warrior,3714,0.046330,0.494043
Enchantment: Warrior,3719,0.001910,0.424084
Enchantment: Warrior,3723,0.071170,0.501302
Essence Reaver,3508,0.050540,0.556918
Face of the Mountain,3401,0.545730,0.542156
Faerie Charm,1004,0.015960,0.423040
Farsight Orb (Trinket),3363,0.143880,0.610037
Fiendish Codex,3108,0.099630,0.419637
Forbidden Idol,3114,0.079970,0.444458
Frost Queen's Claim,3092,0.258000,0.530223
Frostfang,3098,0.075050,0.451253
Frozen Heart,3110,0.539580,0.559447
Frozen Mallet,3022,0.080590,0.602793
Giant's Belt,1011,0.435770,0.491360
Glacial Shroud,3024,0.145830,0.461543
Greater Stealth Totem (Trinket),3361,0.457760,0.565865
Greater Vision Totem (Trinket),3362,0.229300,0.576358
Guardian Angel,3026,0.186850,0.593366
Guinsoo's Rageblade,3124,0.005060,0.603922
Haunting Guise,3136,0.085180,0.515380
Health Potion,2003,0.473200,0.372416
Hexdrinker,3155,0.143420,0.491900
Hextech Gunblade,3146,0.060840,0.532572
Hextech Revolver,3145,0.025200,0.479452
Hunter's Machete,1039,0.009830,0.336008
Iceborn Gauntlet,3025,0.201470,0.567689
Infinity Edge,3031,0.919070,0.545288
Ionian Boots of Lucidity,3158,0.260660,0.565013
Kindlegem,3067,0.220160,0.443839
Last Whisper,3035,0.667740,0.577820
Liandry's Torment,3151,0.238060,0.575132
Lich Bane,3100,0.300540,0.533910
Locket of the Iron Solari,3190,0.290150,0.600369
Long Sword,1036,0.316000,0.425600
Luden's Echo,3285,0.701060,0.562468
Mana Potion,2004,0.268620,0.376700
Manamune,3004,0.031680,0.450481
Maw of Malmortius,3156,0.187790,0.568432
Mejai's Soulstealer,3041,0.076420,0.681400
Mercurial Scimitar,3139,0.070340,0.593722
Mercury's Treads,3111,0.500900,0.546452
Mikael's Crucible,3222,0.145160,0.587548
Morellonomicon,3165,0.486190,0.522496
Muramana,3042,0.091610,0.520034
Nashor's Tooth,3115,0.081620,0.536703
Needlessly Large Rod,1058,0.423360,0.560919
Negatron Cloak,1057,0.154600,0.480313
Ninja Tabi,3047,0.400450,0.506373
Nomad's Medallion,3096,0.039470,0.379785
Null-Magic Mantle,1033,0.257990,0.459036
Ohmwrecker,3056,0.004720,0.634249
Oracle's Lens (Trinket),3364,0.412980,0.596022
Perfect Hex Core,3198,0.027150,0.521915
Phage,3044,0.167130,0.472743
Phantom Dancer,3046,0.534990,0.586870
Pickaxe,1037,0.407540,0.443043
Poacher's Knife,3711,0.001660,0.319277
Prototype Hex Core,3200,0.000440,0.113636
Quicksilver Sash,3140,0.101270,0.542041
Rabadon's Deathcap,3089,0.620940,0.594002
Randuin's Omen,3143,0.678870,0.532841
Ranger's Trailblazer,3713,0.017370,0.386857
Raptor Cloak,2053,0.012690,0.572770
Ravenous Hydra (Melee Only),3074,0.554960,0.551190
Recurve Bow,1043,0.080730,0.429815
Rejuvenation Bead,1006,0.031120,0.375108
Relic Shield,3302,0.084530,0.390607
Righteous Glory,3800,0.338110,0.591710
Rod of Ages,3027,0.469790,0.523290
Ruby Crystal,1028,0.439790,0.438060
Ruby Sightstone,2045,0.303150,0.570061
Runaan's Hurricane (Ranged Only),3085,0.119150,0.537351
Rylai's Crystal Scepter,3116,0.213040,0.576331
Sapphire Crystal,1027,0.047800,0.450441
Scrying Orb (Trinket),3342,0.300910,0.541279
Seeker's Armguard,3191,0.216170,0.408123
Seraph's Embrace,3040,0.157180,0.542275
Sheen,3057,0.136430,0.473656
Sightstone,2049,0.835220,0.491603
Skirmisher's Sabre,3715,0.008510,0.373536
Sorcerer's Shoes,3020,0.651420,0.553153
Spectre's Cowl,3211,0.358380,0.464566
Spellthief's Edge,3303,0.079270,0.455306
Spirit Visage,3065,0.523670,0.537076
Stalker's Blade,3706,0.051790,0.385852
Statikk Shiv,3087,0.691050,0.531292
Stealth Ward,2044,0.112250,0.429827
Stinger,3101,0.019000,0.549897
Sunfire Cape,3068,0.537500,0.539798
Sweeping Lens (Trinket),3341,0.746370,0.504091
Sword of the Occult,3141,0.011890,0.735149
Talisman of Ascension,3069,0.295860,0.533321
Targon's Brace,3097,0.096980,0.380891
Tear of the Goddess,3070,0.080890,0.356068
The Black Cleaver,3071,0.399620,0.582350
The Black Spear,3599,0.000470,0.212766
The Bloodthirster,3072,0.609120,0.593290
The Brutalizer,3134,0.172690,0.437859
The Hex Core mk-1,3196,0.007120,0.436798
The Hex Core mk-2,3197,0.010460,0.448375
Thornmail,3075,0.414640,0.518507
Tiamat (Melee Only),3077,0.087830,0.458640
Total Biscuit of Rejuvenation,2010,0.180530,0.370734
Trinity Force,3078,0.495690,0.565327
Twin Shadows,3023,0.027490,0.596466
Vampiric Scepter,1053,0.383640,0.440931
Vision Ward,2043,0.178220,0.482098
Void Staff,3135,0.375420,0.574104
Warden's Mail,3082,0.329400,0.436555
Warding Totem (Trinket),3340,0.995310,0.475551
Warmog's Armor,3083,0.277150,0.566534
Will of the Ancients,3152,0.162310,0.526410
Wit's End,3091,0.045350,0.613695
Youmuu's Ghostblade,3142,0.411790,0.577629
Zeal,3086,0.212530,0.453052
Zeke's Herald,3050,0.011830,0.684828
Zephyr,3172,0.032130,0.659917
Zhonya's Hourglass,3157,0.681910,0.558946
Zz'Rot Portal,3512,0.029110,0.578947
