name,id,popularity,winrate
Seeker's Armguard,3191,0.153320,0.386006
Seraph's Embrace,3040,0.118940,0.539840
Sheen,3057,0.129660,0.469816
Sightstone,2049,0.843690,0.492783
Skirmisher's Sabre,3715,0.006340,0.319749
Sorcerer's Shoes,3020,0.645400,0.558585
Spectre's Cowl,3211,0.341290,0.459242
Spellthief's Edge,3303,0.068860,0.458907
Spirit Visage,3065,0.496180,0.538318
Stalker's Blade,3706,0.035720,0.378721
Statikk Shiv,3087,0.693760,0.532077
Stealth Ward,2044,0.101940,0.407760
Stinger,3101,0.021410,0.497469
Sunfire Cape,3068,0.560330,0.535882
Sweeping Lens (Trinket),3341,0.733880,0.501585
Sword of the Occult,3141,0.011360,0.748072
Talisman of Ascension,3069,0.337340,0.537600
Targon's Brace,3097,0.100930,0.375395
Tear of the Goddess,3070,0.078460,0.342204
The Black Cleaver,3071,0.395840,0.571976
The Bloodthirster,3072,0.590580,0.597579
The Brutalizer,3134,0.171510,0.445187
The Hex Core mk-1,3196,0.011360,0.386444
The Hex Core mk-2,3197,0.025560,0.505869
Thornmail,3075,0.395670,0.520567
Tiamat (Melee Only),3077,0.089230,0.455021
Total Biscuit of Rejuvenation,2010,0.193800,0.366293
Trinity Force,3078,0.516270,0.568615
Twin Shadows,3023,0.022420,0.598505
Vampiric Scepter,1053,0.405840,0.457454
Vision Ward,2043,0.172450,0.472393
Void Staff,3135,0.298760,0.590527
Warden's Mail,3082,0.335810,0.435583
Warding Totem (Trinket),3340,0.995290,0.474866
Warmog's Armor,3083,0.224020,0.561965
Will of the Ancients,3152,0.120240,0.515969
Wit's End,3091,0.067680,0.627679
Youmuu's Ghostblade,3142,0.412210,0.575490
Zeal,3086,0.229340,0.446950
Zeke's Harbinger,3050,0.069170,0.628011
Zephyr,3172,0.029500,0.649009
Zhonya's Hourglass,3157,0.689170,0.549676
Zz'Rot Portal,3512,0.024160,0.585875
