name,id,popularity,winrate
Total Biscuit of Rejuvenation,2010,0.225785,0.366293
Last Whisper,3035,1.172036,0.580080
Seraph's Embrace,3040,0.126105,0.539840
Mejai's Soulstealer,3041,0.077784,0.685861
Muramana,3042,0.115167,0.534682
Kindlegem,3067,0.241862,0.438179
Phage,3044,0.186363,0.471835
Phantom Dancer,3046,0.711658,0.586752
Ninja Tabi,3047,1.024635,0.494097
Hunter's Machete,1039,0.007968,0.293601
Boots of Speed,1001,0.628374,0.371615
Zeke's Harbinger,3050,0.071816,0.628011
Runaan's Hurricane (Ranged Only),3085,0.131404,0.553679
Rejuvenation Bead,1006,0.033783,0.363717
Talisman of Ascension,3069,0.370536,0.537600
Ohmwrecker,3056,0.005229,0.638623
Sheen,3057,0.140112,0.469816
Giant's Belt,1011,0.545481,0.488737
Banner of Command,3060,0.019826,0.644478
Spirit Visage,3065,0.713877,0.538318
Cloak of Agility,1018,0.140622,0.374618
Vision Ward,2043,0.198100,0.472393
Sunfire Cape,3068,0.802759,0.535882
Ruby Sightstone,2045,0.329794,0.576093
Tear of the Goddess,3070,0.090922,0.342204
The Black Cleaver,3071,0.492911,0.571976
