name,id,frequent_build,winning_build
Alistar, 12, [u'Ruby Sightstone'; u'Spirit Visage'; u'Sunfire Cape'; u'Talisman of Ascension'; u'Thornmail'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'], [u'Null-Magic Mantle'; u'Sightstone'; u'Boots of Mobility'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Face of the Mountain'; u'Righteous Glory']
Ryze, 13, [u'Rod of Ages'; u"Seraph's Embrace"; u'Frozen Heart'; u"Mercury's Treads"; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)'], [u'Rod of Ages'; u"Seraph's Embrace"; u'Frozen Heart'; u"Mercury's Treads"; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)']
Sion, 14, [u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"; u'Crystalline Bracer'], []
Sivir, 15, [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Blade of the Ruined King'; u'Greater Stealth Totem (Trinket)'], [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'The Bloodthirster'; u'Scrying Orb (Trinket)']
Teemo, 17, [u'Boots of Swiftness'; u'Frozen Mallet'; u"Runaan's Hurricane (Ranged Only)"; u"Nashor's Tooth"; u'Blade of the Ruined King'; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Sorcerer's Shoes"; u"Runaan's Hurricane (Ranged Only)"; u"Rabadon's Deathcap"; u"Nashor's Tooth"; u"Luden's Echo"; u'Warding Totem (Trinket)']
Tristana, 18, [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Blade of the Ruined King'; u'Farsight Orb (Trinket)'], [u"Berserker's Greaves"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Phantom Dancer'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
Warwick, 19, [u'Glacial Shroud'; u"Warden's Mail"; u"Wit's End"; u'Boots of Mobility'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Devourer - Ranger's Trailblazer"], [u'Glacial Shroud'; u"Warden's Mail"; u"Wit's End"; u'Boots of Mobility'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Devourer - Ranger's Trailblazer"]
Nunu, 20, [u'Spirit Visage'; u'Thornmail'; u'Frozen Heart'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"; u'Righteous Glory'], [u'Spirit Visage'; u'Thornmail'; u'Frozen Heart'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"; u'Righteous Glory']
MissFortune, 21, [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Mercurial Scimitar'; u'Scrying Orb (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Mercurial Scimitar'; u'Scrying Orb (Trinket)']
Ashe, 22, [u"Berserker's Greaves"; u'Infinity Edge'; u'Phantom Dancer'; u'The Bloodthirster'; u'Statikk Shiv'; u'Greater Stealth Totem (Trinket)'; u'Essence Reaver'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Phantom Dancer'; u'The Bloodthirster'; u'Statikk Shiv'; u'Greater Stealth Totem (Trinket)'; u'Essence Reaver']
Tryndamere, 23, [u"Berserker's Greaves"; u'Phantom Dancer'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Devourer - Stalker's Blade"], [u"Berserker's Greaves"; u'Phantom Dancer'; u'Ravenous Hydra (Melee Only)'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'; u"Devourer - Stalker's Blade"]
Jax, 24, [u'Spirit Visage'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Sweeping Lens (Trinket)'; u"Devourer - Skirmisher's Sabre"], [u'Spirit Visage'; u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u'Blade of the Ruined King'; u'Sweeping Lens (Trinket)'; u"Devourer - Skirmisher's Sabre"]
Morgana, 25, [u'Sightstone'; u"Frost Queen's Claim"; u'Boots of Mobility'; u"Seeker's Armguard"; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Righteous Glory'], [u'Sightstone'; u"Frost Queen's Claim"; u'Boots of Mobility'; u"Seeker's Armguard"; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Righteous Glory']
Singed, 27, [u'Crystalline Flask'; u'Rod of Ages'; u'Kindlegem'; u'Thornmail'; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], []
Evelynn, 28, [u"Rabadon's Deathcap"; u'Boots of Mobility'; u"Randuin's Omen"; u'Hextech Gunblade'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u"Magus - Stalker's Blade"], [u'Ninja Tabi'; u'Thornmail'; u"Warden's Mail"; u"Warmog's Armor"; u'Frozen Heart'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"]
Twitch, 29, [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u"Berserker's Greaves"; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Statikk Shiv'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
Chogath, 31, [u"Doran's Ring"; u'Rod of Ages'; u'Frozen Heart'; u"Rylai's Crystal Scepter"; u'Haunting Guise'; u'Ionian Boots of Lucidity'; u'Greater Stealth Totem (Trinket)'], [u"Doran's Ring"; u'Rod of Ages'; u'Frozen Heart'; u"Rylai's Crystal Scepter"; u'Haunting Guise'; u'Ionian Boots of Lucidity'; u'Greater Stealth Totem (Trinket)']
Amumu, 32, [u'Abyssal Scepter'; u'Ninja Tabi'; u'Frozen Heart'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Greater Stealth Totem (Trinket)'; u'Righteous Glory'], [u"Giant's Belt"; u'Abyssal Scepter'; u'Thornmail'; u'Ionian Boots of Lucidity'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory']
Anivia, 34, [u"Sorcerer's Shoes"; u'Guardian Angel'; u'Rod of Ages'; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u'Void Staff'; u'Warding Totem (Trinket)'], []
Shaco, 35, [u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Ravenous Hydra (Melee Only)'; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'Ravenous Hydra (Melee Only)'; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)'; u"Warrior - Stalker's Blade"]
DrMundo, 36, [u'Spirit Visage'; u'Thornmail'; u"Warmog's Armor"; u"Banshee's Veil"; u"Mercury's Treads"; u'Farsight Orb (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"], []
Sona, 37, [u'Sightstone'; u'Frozen Heart'; u'Ionian Boots of Lucidity'; u'Locket of the Iron Solari'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"; u'Ardent Censer'], []
Irelia, 39, [u'Guardian Angel'; u'Spirit Visage'; u'Thornmail'; u'Trinity Force'; u"Wit's End"; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Guardian Angel'; u'Spirit Visage'; u'Thornmail'; u'Trinity Force'; u"Wit's End"; u"Mercury's Treads"; u'Warding Totem (Trinket)']
Janna, 40, [u'Sightstone'; u'Kindlegem'; u'Talisman of Ascension'; u'Boots of Mobility'; u"Zhonya's Hourglass"; u"Mikael's Crucible"; u'Sweeping Lens (Trinket)'], [u'Sightstone'; u'Kindlegem'; u'Talisman of Ascension'; u'Boots of Mobility'; u"Zhonya's Hourglass"; u"Mikael's Crucible"; u'Sweeping Lens (Trinket)']
Gangplank, 41, [u'Thornmail'; u'Trinity Force'; u'Statikk Shiv'; u"Mercury's Treads"; u"Randuin's Omen"; u"Spectre's Cowl"; u'Greater Stealth Totem (Trinket)'], [u'Thornmail'; u'Trinity Force'; u'Statikk Shiv'; u"Mercury's Treads"; u"Randuin's Omen"; u"Spectre's Cowl"; u'Greater Stealth Totem (Trinket)']
Corki, 42, [u"Sorcerer's Shoes"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Trinity Force'; u'Farsight Orb (Trinket)'], [u"Sorcerer's Shoes"; u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Trinity Force'; u'Farsight Orb (Trinket)']
Karma, 43, [u'Ruby Sightstone'; u'Iceborn Gauntlet'; u"Frost Queen's Claim"; u'Boots of Mobility'; u'Locket of the Iron Solari'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"], [u'Ruby Sightstone'; u'Iceborn Gauntlet'; u"Frost Queen's Claim"; u'Boots of Mobility'; u'Locket of the Iron Solari'; u"Mikael's Crucible"; u"Oracle's Lens (Trinket)"]
Taric, 44, [u'Sightstone'; u'Sunfire Cape'; u"Mercury's Treads"; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'; u'Face of the Mountain'; u'Crystalline Bracer'], [u'Sightstone'; u'Sunfire Cape'; u"Mercury's Treads"; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'; u'Face of the Mountain'; u'Crystalline Bracer']
Veigar, 45, [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], []
Trundle, 48, [u'Frozen Mallet'; u'Ninja Tabi'; u'Sunfire Cape'; u'The Black Cleaver'; u'Blade of the Ruined King'; u"Spectre's Cowl"; u'Warding Totem (Trinket)'], [u'Frozen Mallet'; u'Ninja Tabi'; u'Sunfire Cape'; u'The Black Cleaver'; u'Blade of the Ruined King'; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
Swain, 50, [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Spirit Visage'; u'Frozen Heart'; u"Liandry's Torment"; u'Warding Totem (Trinket)'], [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Spirit Visage'; u'Frozen Heart'; u"Liandry's Torment"; u'Warding Totem (Trinket)']
Blitzcrank, 53, [u'Iceborn Gauntlet'; u"Seraph's Embrace"; u'Talisman of Ascension'; u'Aegis of the Legion'; u'Boots of Mobility'; u'Warding Totem (Trinket)'; u'Righteous Glory'], [u'Iceborn Gauntlet'; u"Seraph's Embrace"; u'Talisman of Ascension'; u'Aegis of the Legion'; u'Boots of Mobility'; u'Warding Totem (Trinket)'; u'Righteous Glory']
Malphite, 54, [u"Warden's Mail"; u"Liandry's Torment"; u'Ionian Boots of Lucidity'; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory'], [u"Warden's Mail"; u"Liandry's Torment"; u'Ionian Boots of Lucidity'; u'Locket of the Iron Solari'; u'Sweeping Lens (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory']
Katarina, 55, [u'Stealth Ward'; u"Sorcerer's Shoes"; u"Mejai's Soulstealer"; u"Rabadon's Deathcap"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Stealth Ward'; u"Sorcerer's Shoes"; u"Mejai's Soulstealer"; u"Rabadon's Deathcap"; u'Aether Wisp'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
Nocturne, 56, [u"Zeke's Herald"; u"Banshee's Veil"; u'Aegis of the Legion'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Warrior - Ranger's Trailblazer"], [u"Zeke's Herald"; u"Banshee's Veil"; u'Aegis of the Legion'; u"Mercury's Treads"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Warrior - Ranger's Trailblazer"]
Maokai, 57, [u'Catalyst the Protector'; u'Rod of Ages'; u'Ninja Tabi'; u'Spirit Visage'; u'Frozen Heart'; u'Warding Totem (Trinket)'; u'Crystalline Bracer'], [u'Catalyst the Protector'; u'Rod of Ages'; u'Ninja Tabi'; u'Spirit Visage'; u'Frozen Heart'; u'Warding Totem (Trinket)'; u'Crystalline Bracer']
Renekton, 58, [u'Spirit Visage'; u'Sunfire Cape'; u'The Black Cleaver'; u'Thornmail'; u"Mercury's Treads"; u'The Brutalizer'; u'Warding Totem (Trinket)'], [u'Spirit Visage'; u'Sunfire Cape'; u'The Black Cleaver'; u'Thornmail'; u"Mercury's Treads"; u'The Brutalizer'; u'Warding Totem (Trinket)']
JarvanIV, 59, [u'Ninja Tabi'; u'The Black Cleaver'; u'Thornmail'; u"Randuin's Omen"; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"], [u'Ninja Tabi'; u'The Black Cleaver'; u'Thornmail'; u"Banshee's Veil"; u"Randuin's Omen"; u"Oracle's Lens (Trinket)"; u"Warrior - Stalker's Blade"]
Orianna, 61, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Sweeping Lens (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Sweeping Lens (Trinket)']
MonkeyKing, 62, [u'Last Whisper'; u'Sunfire Cape'; u"Banshee's Veil"; u'Boots of Mobility'; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Guardian Angel'; u'Ninja Tabi'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u'Trinity Force'; u"Randuin's Omen"; u'Warding Totem (Trinket)']
Brand, 63, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Fiendish Codex'; u'Forbidden Idol'; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Vision Totem (Trinket)'], []
LeeSin, 64, [u'Kindlegem'; u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u"Mercury's Treads"; u'Hexdrinker'; u'Greater Stealth Totem (Trinket)'; u"Warrior - Stalker's Blade"], [u'Kindlegem'; u'Ravenous Hydra (Melee Only)'; u'Thornmail'; u"Mercury's Treads"; u'Hexdrinker'; u'Greater Stealth Totem (Trinket)'; u"Warrior - Stalker's Blade"]
Vayne, 67, [u'Phantom Dancer'; u'The Bloodthirster'; u'Mercurial Scimitar'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Zephyr'; u'Warding Totem (Trinket)'], [u'Phantom Dancer'; u'The Bloodthirster'; u'Mercurial Scimitar'; u"Youmuu's Ghostblade"; u'Blade of the Ruined King'; u'Zephyr'; u'Warding Totem (Trinket)']
Rumble, 68, [u'Boots of Speed'; u'Amplifying Tome'; u'Health Potion'; u'Vision Ward'; u'Haunting Guise'; u"Seeker's Armguard"; u'Warding Totem (Trinket)'], []
Cassiopeia, 69, [u'Needlessly Large Rod'; u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Seraph's Embrace"; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Vision Totem (Trinket)'], [u'Needlessly Large Rod'; u'Abyssal Scepter'; u"Sorcerer's Shoes"; u"Seraph's Embrace"; u'Void Staff'; u"Zhonya's Hourglass"; u'Greater Vision Totem (Trinket)']
Skarner, 72, [u'Thornmail'; u"Banshee's Veil"; u'Boots of Mobility'; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Cinderhulk - Stalker's Blade"; u'Righteous Glory'], []
Heimerdinger, 74, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Banshee's Veil"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Greater Stealth Totem (Trinket)']
Nasus, 75, [u'Iceborn Gauntlet'; u'Spirit Visage'; u'Thornmail'; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Warding Totem (Trinket)'], [u'Crystalline Flask'; u'Boots of Swiftness'; u'Sheen'; u'Kindlegem'; u'Frozen Heart'; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
Nidalee, 76, [u'Rod of Ages'; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u"Magus - Ranger's Trailblazer"], [u'Rod of Ages'; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u"Magus - Ranger's Trailblazer"]
Udyr, 77, [u'Trinity Force'; u"Mercury's Treads"; u"Randuin's Omen"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'; u'Essence Reaver'; u"Warrior - Stalker's Blade"], [u'Trinity Force'; u"Banshee's Veil"; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Warding Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"]
Gragas, 79, [u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory'; u'Crystalline Bracer'; u'Crystalline Bracer'], [u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u"Cinderhulk - Ranger's Trailblazer"; u'Righteous Glory'; u'Crystalline Bracer'; u'Crystalline Bracer']
Pantheon, 80, [u'Last Whisper'; u'Spirit Visage'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u"Warrior - Skirmisher's Sabre"], [u'Last Whisper'; u'Spirit Visage'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u"Warrior - Skirmisher's Sabre"]
Ezreal, 81, [u'Last Whisper'; u'Muramana'; u'The Bloodthirster'; u'Trinity Force'; u'Ionian Boots of Lucidity'; u'Farsight Orb (Trinket)'; u'Essence Reaver'], [u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Trinity Force'; u"Banshee's Veil"; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)']
Mordekaiser, 82, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u'Will of the Ancients'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], []
Yorick, 83, [u'Frozen Mallet'; u'Iceborn Gauntlet'; u'Muramana'; u"Warden's Mail"; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], []
Akali, 84, [u'Negatron Cloak'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Hextech Gunblade'; u"Zhonya's Hourglass"; u'Sweeping Lens (Trinket)'], [u'Negatron Cloak'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Lich Bane'; u'Hextech Gunblade'; u"Zhonya's Hourglass"; u'Sweeping Lens (Trinket)']
Garen, 86, [u'Ninja Tabi'; u'Spirit Visage'; u'The Black Cleaver'; u'Thornmail'; u"Warmog's Armor"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)'], [u'Ninja Tabi'; u'Spirit Visage'; u'The Black Cleaver'; u'Thornmail'; u"Warmog's Armor"; u"Randuin's Omen"; u'Greater Stealth Totem (Trinket)']
Leona, 89, [u'Sightstone'; u'Glacial Shroud'; u'Kindlegem'; u"Warden's Mail"; u"Targon's Brace"; u"Mercury's Treads"; u'Sweeping Lens (Trinket)'], [u'Ruby Sightstone'; u'Sunfire Cape'; u"Banshee's Veil"; u'Boots of Mobility'; u'Warding Totem (Trinket)'; u'Face of the Mountain'; u'Righteous Glory']
Malzahar, 90, [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Rabadon's Deathcap"; u'Haunting Guise'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Rabadon's Deathcap"; u'Haunting Guise'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Talon, 91, [u'Guardian Angel'; u'Infinity Edge'; u'Last Whisper'; u'The Bloodthirster'; u'Ravenous Hydra (Melee Only)'; u'Boots of Mobility'; u'Warding Totem (Trinket)'], [u'Long Sword'; u'Pickaxe'; u'The Black Cleaver'; u'Ravenous Hydra (Melee Only)'; u'Boots of Mobility'; u"Youmuu's Ghostblade"; u'Warding Totem (Trinket)']
Riven, 92, [u'Last Whisper'; u'Ravenous Hydra (Melee Only)'; u"Mercury's Treads"; u"Youmuu's Ghostblade"; u"Randuin's Omen"; u'Maw of Malmortius'; u'Greater Stealth Totem (Trinket)'], [u"Giant's Belt"; u'Sunfire Cape'; u'The Black Cleaver'; u"Mercury's Treads"; u'Mercurial Scimitar'; u"Youmuu's Ghostblade"; u'Greater Stealth Totem (Trinket)']
KogMaw, 96, [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Shen, 98, [u"Giant's Belt"; u'Pickaxe'; u'Ninja Tabi'; u'Spirit Visage'; u'Thornmail'; u"Warmog's Armor"; u'Warding Totem (Trinket)'], []
Lux, 99, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Greater Stealth Totem (Trinket)']
Xerath, 101, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
Shyvana, 102, [u'Ninja Tabi'; u'Spirit Visage'; u'Thornmail'; u"Randuin's Omen"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"], [u'Ninja Tabi'; u'Spirit Visage'; u'Thornmail'; u"Randuin's Omen"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'; u"Cinderhulk - Skirmisher's Sabre"]
