name,id,popularity,winrate
Athene's Unholy Grail,3174,0.410000,0.487805
Recurve Bow,1043,0.120000,0.500000
Locket of the Iron Solari,3190,0.500000,0.560000
Seeker's Armguard,3191,0.120000,0.416667
Stalker's Blade,3706,0.020000,0.500000
Warrior - Stalker's Blade,3707,0.310000,0.419355
Runeglaive - Stalker's Blade,3708,0.130000,0.538462
Cinderhulk - Stalker's Blade,3709,0.230000,0.652174
(Sated) Devourer - Stalker's Blade,3710,0.440000,0.590909
Sapphire Crystal,1027,0.060000,0.666667
Skirmisher's Sabre,3715,0.010000,0.000000
Runeglaive - Skirmisher's Sabre,3716,0.010000,0.000000
Cinderhulk - Skirmisher's Sabre,3717,0.080000,0.375000
(Sated) Devourer - Skirmisher's Sabre,3718,0.200000,0.550000
Cinderhulk - Poacher's Knife,3721,0.010000,1.000000
(Sated) Devourer - Poacher's Knife,3722,0.030000,0.333333
Spectre's Cowl,3211,0.400000,0.475000
Runeglaive - Ranger's Trailblazer,3724,0.140000,0.285714
Cinderhulk - Ranger's Trailblazer,3725,0.140000,0.357143
(Sated) Devourer - Ranger's Trailblazer,3726,0.180000,0.444444
Mikael's Crucible,3222,0.110000,0.636364
Bami's Cinder,3751,0.080000,0.500000
Lich Bane,3100,0.300000,0.600000
Stinger,3101,0.010000,1.000000
Doran's Shield,1054,0.110000,0.454545
Aegis of the Legion,3105,0.140000,0.428571
Luden's Echo,3285,0.870000,0.505747
Righteous Glory,3800,0.430000,0.511628
Crystalline Bracer,3801,0.210000,0.571429
Ancient Coin,3301,0.010000,0.000000
Relic Shield,3302,0.080000,0.750000
Spellthief's Edge,3303,0.100000,0.600000
The Hex Core mk-1,3196,0.010000,0.000000
The Hex Core mk-2,3197,0.010000,0.000000
Rod of Ages,3027,0.530000,0.566038
Perfect Hex Core,3198,0.070000,0.142857
Chalice of Harmony,3028,0.030000,0.333333
Tiamat (Melee Only),3077,0.070000,0.285714
Warding Totem (Trinket),3340,5.300000,0.466038
Sweeping Lens (Trinket),3341,1.160000,0.500000
Scrying Orb (Trinket),3342,0.290000,0.655172
Greater Stealth Totem (Trinket),3361,1.460000,0.541096
Greater Vision Totem (Trinket),3362,0.530000,0.603774
Farsight Orb (Trinket),3363,0.290000,0.448276
Oracle's Lens (Trinket),3364,0.960000,0.541667
Warrior - Ranger's Trailblazer,3723,0.040000,0.500000
Face of the Mountain,3401,0.720000,0.500000
Crystalline Flask,2041,0.250000,0.400000
Faerie Charm,1004,0.020000,0.000000
Pickaxe,1037,0.460000,0.478261
Vision Ward,2043,0.200000,0.400000
Ardent Censer,3504,0.030000,0.333333
Essence Reaver,3508,0.030000,0.333333
Zz'Rot Portal,3512,0.060000,0.666667
Abyssal Scepter,3001,0.350000,0.457143
Archangel's Staff,3003,0.040000,0.250000
Manamune,3004,0.070000,0.571429
Berserker's Greaves,3006,2.150000,0.525581
Boots of Swiftness,3009,0.240000,0.625000
Catalyst the Protector,3010,0.080000,0.375000
Sorcerer's Shoes,3020,2.040000,0.495098
Stealth Ward,2044,0.160000,0.375000
Frozen Mallet,3022,0.090000,0.555556
Twin Shadows,3023,0.030000,0.666667
Glacial Shroud,3024,0.200000,0.450000
Iceborn Gauntlet,3025,0.150000,0.466667
Guardian Angel,3026,0.460000,0.695652
Health Potion,2003,0.670000,0.313433
Mana Potion,2004,0.200000,0.350000
Infinity Edge,3031,1.760000,0.551136
Total Biscuit of Rejuvenation,2010,0.150000,0.200000
Last Whisper,3035,1.480000,0.581081
Seraph's Embrace,3040,0.200000,0.700000
Mejai's Soulstealer,3041,0.070000,0.714286
Muramana,3042,0.150000,0.466667
Kindlegem,3067,0.290000,0.482759
Phage,3044,0.180000,0.444444
Phantom Dancer,3046,0.940000,0.659574
Ninja Tabi,3047,0.950000,0.431579
Boots of Speed,1001,0.460000,0.391304
Zeke's Harbinger,3050,0.090000,0.555556
Runaan's Hurricane (Ranged Only),3085,0.140000,0.571429
Rejuvenation Bead,1006,0.010000,0.000000
Ruby Sightstone,2045,0.450000,0.622222
Ohmwrecker,3056,0.020000,1.000000
Sheen,3057,0.120000,0.250000
Giant's Belt,1011,0.500000,0.520000
Banner of Command,3060,0.070000,0.428571
Spirit Visage,3065,1.070000,0.560748
Cloak of Agility,1018,0.080000,0.250000
The Black Cleaver,3071,0.510000,0.549020
Sunfire Cape,3068,0.630000,0.412698
Talisman of Ascension,3069,0.440000,0.545455
Tear of the Goddess,3070,0.060000,0.333333
Zhonya's Hourglass,3157,1.250000,0.536000
