name,id,frequent_build,winning_build
AP MasterYi, 11, [u'Pickaxe'; u'B. F. Sword'; u"Doran's Blade"; u'Trinity Force'; u'Avarice Blade'; u'Boots of Mobility'; u'Warding Totem (Trinket)'], []
AP Alistar, 12, [u'Spirit Visage'; u'Aether Wisp'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u"Mejai's Soulstealer"; u"Rabadon's Deathcap"; u'Lich Bane'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Ryze, 13, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Amplifying Tome'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Sion, 14, [u"Sorcerer's Shoes"; u'Guardian Angel'; u'Rod of Ages'; u'Sunfire Cape'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Catalyst the Protector'; u'Iceborn Gauntlet'; u"Warmog's Armor"; u"Rylai's Crystal Scepter"; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'; u'Crystalline Bracer']
AP Soraka, 16, [u'Needlessly Large Rod'; u'Sightstone'; u'Talisman of Ascension'; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)'; u'Ardent Censer'], [u'Needlessly Large Rod'; u'Sightstone'; u'Talisman of Ascension'; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)'; u'Ardent Censer']
AP Teemo, 17, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Nashor's Tooth"; u"Liandry's Torment"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Nashor's Tooth"; u"Liandry's Torment"; u'Warding Totem (Trinket)']
AP Tristana, 18, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Warwick, 19, [u'Guardian Angel'; u'Thornmail'; u"Rabadon's Deathcap"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Sated Devourer'], [u'Guardian Angel'; u'Thornmail'; u"Rabadon's Deathcap"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Sated Devourer']
AP Nunu, 20, [u'Frozen Heart'; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Liandry's Torment"; u"Spectre's Cowl"; u"Oracle's Lens (Trinket)"; u'Enchantment: Cinderhulk'], [u'Frozen Heart'; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Liandry's Torment"; u"Spectre's Cowl"; u"Oracle's Lens (Trinket)"; u'Enchantment: Cinderhulk']
AP MissFortune, 21, [u"Rabadon's Deathcap"; u'Lich Bane'; u"Rylai's Crystal Scepter"; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u'Morellonomicon'; u'Greater Vision Totem (Trinket)'], [u"Rabadon's Deathcap"; u'Lich Bane'; u"Nashor's Tooth"; u'Boots of Mobility'; u'Void Staff'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Ashe, 22, [u'Muramana'; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Muramana'; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Tryndamere, 23, [u"Rabadon's Deathcap"; u"Nashor's Tooth"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Rabadon's Deathcap"; u"Nashor's Tooth"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Jax, 24, [u'Ruby Crystal'; u'Cloth Armor'; u'Crystalline Flask'; u'Trinity Force'; u"Mercury's Treads"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u'Health Potion'; u'Mana Potion'; u'Crystalline Flask'; u'Trinity Force'; u"Mercury's Treads"; u'Blade of the Ruined King'; u'Warding Totem (Trinket)']
AP Morgana, 25, [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Zilean, 26, [u'Twin Shadows'; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Singed, 27, [u'Chain Vest'; u'Crystalline Flask'; u'Rod of Ages'; u"Mercury's Treads"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Warding Totem (Trinket)'], [u"Seraph's Embrace"; u'Ninja Tabi'; u'Thornmail'; u"Banshee's Veil"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Greater Stealth Totem (Trinket)']
AP Evelynn, 28, [u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Boots of Mobility'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP Twitch, 29, [u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u'Scrying Orb (Trinket)'], []
AP Karthus, 30, [u'Blasting Wand'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Void Staff'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Chogath, 31, [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u'Rod of Ages'; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u'Rod of Ages'; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)']
AP Amumu, 32, [u'Abyssal Scepter'; u'Ninja Tabi'; u'Frozen Heart'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u'Enchantment: Cinderhulk'], [u'Abyssal Scepter'; u'Ninja Tabi'; u'Frozen Heart'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u'Enchantment: Cinderhulk']
AP Rammus, 33, [u"Rabadon's Deathcap"; u'Boots of Mobility'; u'Void Staff'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Farsight Orb (Trinket)'], [u"Rabadon's Deathcap"; u'Boots of Mobility'; u'Void Staff'; u"Liandry's Torment"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Farsight Orb (Trinket)']
AP Anivia, 34, [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Seraph's Embrace"; u'Warding Totem (Trinket)']
AP Shaco, 35, [u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u'Ionian Boots of Lucidity'; u"Seeker's Armguard"; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP DrMundo, 36, [u'Ruby Crystal'; u'Health Potion'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'], [u'Ruby Crystal'; u'Health Potion'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
AP Sona, 37, [u'Sightstone'; u'Sheen'; u"Frost Queen's Claim"; u'Aether Wisp'; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)'], [u'Sightstone'; u"Frost Queen's Claim"; u'Lich Bane'; u'Ionian Boots of Lucidity'; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)'; u'Ardent Censer']
AP Kassadin, 38, [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u'Rod of Ages'; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Irelia, 39, [u"Giant's Belt"; u'Health Potion'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u"Warden's Mail"; u'Warding Totem (Trinket)'], [u'Recurve Bow'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u'Bilgewater Cutlass'; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
AP Janna, 40, [u'Sightstone'; u'Chalice of Harmony'; u"Mejai's Soulstealer"; u"Frost Queen's Claim"; u'Forbidden Idol'; u'Boots of Mobility'; u'Sweeping Lens (Trinket)'], [u'Sightstone'; u"Frost Queen's Claim"; u'Fiendish Codex'; u'Aether Wisp'; u'Boots of Mobility'; u"Mikael's Crucible"; u'Sweeping Lens (Trinket)']
AP Gangplank, 41, [u'Cloak of Agility'; u'Pickaxe'; u'B. F. Sword'; u'Crystalline Flask'; u'Trinity Force'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u'Pickaxe'; u'Mana Potion'; u'Crystalline Flask'; u'Trinity Force'; u'Statikk Shiv'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)']
AP Corki, 42, [u'Cloak of Agility'; u'Pickaxe'; u'B. F. Sword'; u"Doran's Blade"; u"Sorcerer's Shoes"; u'Trinity Force'; u'Warding Totem (Trinket)'], [u'Cloak of Agility'; u'Pickaxe'; u'B. F. Sword'; u"Doran's Blade"; u"Sorcerer's Shoes"; u'Trinity Force'; u'Warding Totem (Trinket)']
AP Karma, 43, [u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Amplifying Tome'; u'Needlessly Large Rod'; u'Sightstone'; u"Sorcerer's Shoes"; u"Frost Queen's Claim"; u'Morellonomicon'; u'Sweeping Lens (Trinket)']
AP Taric, 44, [u"Giant's Belt"; u'Sightstone'; u'Iceborn Gauntlet'; u"Warden's Mail"; u'Boots of Mobility'; u'Relic Shield'; u'Sweeping Lens (Trinket)'], [u"Zeke's Harbinger"; u'Banner of Command'; u'Spirit Visage'; u"Spectre's Cowl"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'; u'Face of the Mountain']
AP Veigar, 45, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u'Morellonomicon'; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Trundle, 48, [u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Scrying Orb (Trinket)'], [u'Cloth Armor'; u'Chain Vest'; u'Sightstone'; u'Ninja Tabi'; u'Trinity Force'; u"Oracle's Lens (Trinket)"; u'Face of the Mountain']
AP Swain, 50, [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Caitlyn, 51, [u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Farsight Orb (Trinket)'], [u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Haunting Guise'; u'Farsight Orb (Trinket)']
AP Blitzcrank, 53, [u'Sightstone'; u'Catalyst the Protector'; u'Iceborn Gauntlet'; u'Boots of Mobility'; u'Ancient Coin'; u'Sweeping Lens (Trinket)'; u'Crystalline Bracer'], [u'Sightstone'; u'Catalyst the Protector'; u'Iceborn Gauntlet'; u'Boots of Mobility'; u'Ancient Coin'; u'Sweeping Lens (Trinket)'; u'Crystalline Bracer']
AP Malphite, 54, [u'Blasting Wand'; u'Negatron Cloak'; u'Crystalline Flask'; u'Iceborn Gauntlet'; u'Ninja Tabi'; u'Sunfire Cape'; u'Warding Totem (Trinket)'], [u'Iceborn Gauntlet'; u'Ninja Tabi'; u'Sunfire Cape'; u'Thornmail'; u'Frozen Heart'; u"Liandry's Torment"; u'Warding Totem (Trinket)']
AP Katarina, 55, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Amplifying Tome'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Nocturne, 56, [u"Doran's Blade"; u'Health Potion'; u'Trinity Force'; u'Boots of Mobility'; u"Youmuu's Ghostblade"; u'Bilgewater Cutlass'; u'Warding Totem (Trinket)'], []
AP Maokai, 57, [u"Doran's Ring"; u'Glacial Shroud'; u'Rod of Ages'; u'Sheen'; u'Spirit Visage'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u"Doran's Ring"; u'Glacial Shroud'; u'Rod of Ages'; u'Sheen'; u'Spirit Visage'; u"Mercury's Treads"; u'Warding Totem (Trinket)']
AP Renekton, 58, [u'Boots of Speed'; u'Rejuvenation Bead'; u'Ruby Crystal'; u'Cloth Armor'; u"Doran's Shield"; u"Rylai's Crystal Scepter"; u'Warding Totem (Trinket)'], []
AP JarvanIV, 59, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Aether Wisp'; u'Void Staff'; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Pickaxe'; u'Health Potion'; u'Trinity Force'; u"Mercury's Treads"; u'The Brutalizer'; u'Hexdrinker'; u'Warding Totem (Trinket)']
AP Elise, 60, [u'Abyssal Scepter'; u"Sorcerer's Shoes"; u'Frozen Heart'; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u"Sorcerer's Shoes"; u'Glacial Shroud'; u"Warden's Mail"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP Orianna, 61, [u'Blasting Wand'; u'Amplifying Tome'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)'], [u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u'Void Staff'; u"Zhonya's Hourglass"; u"Athene's Unholy Grail"; u'Warding Totem (Trinket)']
AP MonkeyKing, 62, [u'Long Sword'; u'Pickaxe'; u'Crystalline Flask'; u'Trinity Force'; u"Mercury's Treads"; u'The Brutalizer'; u'Warding Totem (Trinket)'], [u'Long Sword'; u'Pickaxe'; u'Crystalline Flask'; u'Trinity Force'; u"Mercury's Treads"; u'The Brutalizer'; u'Warding Totem (Trinket)']
AP Brand, 63, [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Liandry's Torment"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u"Doran's Ring"; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Liandry's Torment"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP LeeSin, 64, [u'Last Whisper'; u'The Black Cleaver'; u'Trinity Force'; u"Mercury's Treads"; u"Zhonya's Hourglass"; u"Oracle's Lens (Trinket)"; u'Enchantment: Warrior'], [u'Last Whisper'; u'The Black Cleaver'; u'Trinity Force'; u"Mercury's Treads"; u"Zhonya's Hourglass"; u"Oracle's Lens (Trinket)"; u'Enchantment: Warrior']
AP Vayne, 67, [u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u'Farsight Orb (Trinket)'], [u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u"Doran's Ring"; u'Scrying Orb (Trinket)']
AP Rumble, 68, [u'Blasting Wand'; u'Amplifying Tome'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Cassiopeia, 69, [u'Blasting Wand'; u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Rabadon's Deathcap"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Seraph's Embrace"; u"Zhonya's Hourglass"; u"Luden's Echo"; u'Warding Totem (Trinket)']
AP Skarner, 72, [u'Iceborn Gauntlet'; u'Trinity Force'; u"Wit's End"; u'Boots of Mobility'; u"Spectre's Cowl"; u'Warding Totem (Trinket)'; u'Enchantment: Cinderhulk'], [u"Rabadon's Deathcap"; u'Frozen Heart'; u"Mercury's Treads"; u"Rylai's Crystal Scepter"; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP Heimerdinger, 74, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)'], [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u"Zhonya's Hourglass"; u'Morellonomicon'; u'Warding Totem (Trinket)']
AP Nasus, 75, [u'Iceborn Gauntlet'; u'Spirit Visage'; u'Trinity Force'; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Warding Totem (Trinket)'], [u'Iceborn Gauntlet'; u'Spirit Visage'; u'Trinity Force'; u'Frozen Heart'; u"Mercury's Treads"; u"Randuin's Omen"; u'Warding Totem (Trinket)']
AP Nidalee, 76, [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive'], [u'Blasting Wand'; u'Amplifying Tome'; u'Needlessly Large Rod'; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Warding Totem (Trinket)'; u'Enchantment: Runeglaive']
AP Udyr, 77, [u'Cloth Armor'; u'Cloth Armor'; u'Glacial Shroud'; u'Trinity Force'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u'Enchantment: Sated Devourer'], [u'Cloth Armor'; u'Cloth Armor'; u'Glacial Shroud'; u'Trinity Force'; u"Mercury's Treads"; u'Warding Totem (Trinket)'; u'Enchantment: Sated Devourer']
AP Poppy, 78, [u'Vampiric Scepter'; u'Crystalline Flask'; u'Ninja Tabi'; u'Trinity Force'; u'Hextech Revolver'; u'Blade of the Ruined King'; u'Warding Totem (Trinket)'], [u'Trinity Force'; u'Stinger'; u'Frozen Heart'; u'Hextech Gunblade'; u'Ionian Boots of Lucidity'; u'Sweeping Lens (Trinket)'; u'Enchantment: Sated Devourer']
AP Gragas, 79, [u"Doran's Ring"; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Kindlegem'; u"Zhonya's Hourglass"; u"Spectre's Cowl"; u'Warding Totem (Trinket)'], [u"Doran's Ring"; u"Sorcerer's Shoes"; u'Rod of Ages'; u'Kindlegem'; u"Zhonya's Hourglass"; u"Spectre's Cowl"; u'Warding Totem (Trinket)']
AP Pantheon, 80, [u'Long Sword'; u'Pickaxe'; u'Vampiric Scepter'; u'Health Potion'; u'Iceborn Gauntlet'; u'Ninja Tabi'; u'Greater Stealth Totem (Trinket)'], [u'Long Sword'; u'Pickaxe'; u'Vampiric Scepter'; u'Health Potion'; u'Iceborn Gauntlet'; u'Ninja Tabi'; u'Greater Stealth Totem (Trinket)']
AP Ezreal, 81, [u'Long Sword'; u'Pickaxe'; u"Doran's Blade"; u'Muramana'; u'Trinity Force'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)'], [u'Iceborn Gauntlet'; u'Last Whisper'; u'Muramana'; u'Trinity Force'; u'Blade of the Ruined King'; u'Ionian Boots of Lucidity'; u'Warding Totem (Trinket)']
AP Mordekaiser, 82, [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Will of the Ancients'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; u"Rabadon's Deathcap"; u"Rylai's Crystal Scepter"; u"Liandry's Torment"; u'Will of the Ancients'; u"Zhonya's Hourglass"; u'Warding Totem (Trinket)']
AP Yorick, 83, [u'Iceborn Gauntlet'; u'Muramana'; u'Spirit Visage'; u'Trinity Force'; u'Frozen Heart'; u"Mercury's Treads"; u'Warding Totem (Trinket)'], [u'Ninja Tabi'; u"Zeke's Harbinger"; u'Thornmail'; u'Trinity Force'; u"Warmog's Armor"; u"Randuin's Omen"; u'Warding Totem (Trinket)']
