name,id,frequent_build,winning_build
AP Amumu, 32, [u'Ninja Tabi'; 'Frozen Heart'; "Liandry's Torment"; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'; 'Righteous Glory'], [u'Ninja Tabi'; 'Frozen Heart'; "Liandry's Torment"; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'; 'Righteous Glory']
AP Rammus, 33, [u"Giant's Belt"; 'Abyssal Scepter'; 'Iceborn Gauntlet'; 'Thornmail'; 'Boots of Mobility'; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Abyssal Scepter'; 'Rod of Ages'; 'Ninja Tabi'; 'Thornmail'; "Rylai's Crystal Scepter"; 'Farsight Orb (Trinket)'; 'Enchantment: Cinderhulk']
AP Anivia, 34, [u"Sorcerer's Shoes"; 'Rod of Ages'; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; 'Rod of Ages'; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Shaco, 35, [u'Blasting Wand'; "Seraph's Embrace"; "Zhonya's Hourglass"; 'Ionian Boots of Lucidity'; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Aether Wisp'; 'Boots of Mobility'; "Liandry's Torment"; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'; "Stalker's Blade"]
AP DrMundo, 36, [u'Ninja Tabi'; 'Trinity Force'; "Warmog's Armor"; "Rylai's Crystal Scepter"; "Liandry's Torment"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Raptor Cloak'; 'Abyssal Scepter'; 'Sunfire Cape'; "Warden's Mail"; 'Boots of Mobility'; "Liandry's Torment"; 'Warding Totem (Trinket)']
AP Sona, 37, [u'Sightstone'; 'Sheen'; "Frost Queen's Claim"; 'Aether Wisp'; 'Ionian Boots of Lucidity'; 'Warding Totem (Trinket)'; 'Ardent Censer'], [u'Sightstone'; "Frost Queen's Claim"; 'Aether Wisp'; 'Ionian Boots of Lucidity'; "Athene's Unholy Grail"; 'Warding Totem (Trinket)'; 'Ardent Censer']
AP Kassadin, 38, [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Lich Bane'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; 'Rod of Ages'; "Rabadon's Deathcap"; 'Lich Bane'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Irelia, 39, [u"Giant's Belt"; 'Health Potion'; 'Crystalline Flask'; 'Ninja Tabi'; 'Trinity Force'; "Warden's Mail"; 'Warding Totem (Trinket)'], [u'Dagger'; 'Dagger'; 'Crystalline Flask'; 'Ninja Tabi'; 'Trinity Force'; 'Bilgewater Cutlass'; 'Warding Totem (Trinket)']
AP Janna, 40, [u'Sightstone'; "Mejai's Soulstealer"; 'Talisman of Ascension'; 'Fiendish Codex'; 'Aether Wisp'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'], [u'Sightstone'; "Mejai's Soulstealer"; 'Talisman of Ascension'; 'Aether Wisp'; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'; 'Ardent Censer']
AP Gangplank, 41, [u'Long Sword'; 'Pickaxe'; 'Vampiric Scepter'; 'Ninja Tabi'; 'Trinity Force'; 'Statikk Shiv'; 'Warding Totem (Trinket)'], [u"Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; "Zhonya's Hourglass"; 'Ionian Boots of Lucidity'; 'Morellonomicon'; 'Greater Stealth Totem (Trinket)']
AP Corki, 42, [u'Cloak of Agility'; 'Pickaxe'; 'B. F. Sword'; "Doran's Blade"; "Sorcerer's Shoes"; 'Trinity Force'; 'Warding Totem (Trinket)'], [u'B. F. Sword'; "Doran's Blade"; 'Health Potion'; 'Mana Potion'; "Sorcerer's Shoes"; 'Trinity Force'; 'Warding Totem (Trinket)']
AP Karma, 43, [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Amplifying Tome'; 'Sightstone'; "Sorcerer's Shoes"; "Frost Queen's Claim"; 'Haunting Guise'; 'Morellonomicon'; 'Sweeping Lens (Trinket)']
AP Taric, 44, [u'Iceborn Gauntlet'; 'Ninja Tabi'; 'Sunfire Cape'; "Rylai's Crystal Scepter"; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Face of the Mountain'], [u'Iceborn Gauntlet'; 'Ninja Tabi'; 'Sunfire Cape'; "Rylai's Crystal Scepter"; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Face of the Mountain']
AP Veigar, 45, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Trundle, 48, [u'Pickaxe'; 'Vampiric Scepter'; "Doran's Blade"; 'Mana Potion'; 'Iceborn Gauntlet'; 'Ninja Tabi'; 'Warding Totem (Trinket)'], [u'Pickaxe'; 'Vampiric Scepter'; "Doran's Blade"; 'Mana Potion'; 'Iceborn Gauntlet'; 'Ninja Tabi'; 'Warding Totem (Trinket)']
AP Swain, 50, [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; 'Rod of Ages'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; 'Rod of Ages'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Blitzcrank, 53, [u'Sightstone'; 'Catalyst the Protector'; 'Iceborn Gauntlet'; 'Boots of Mobility'; 'Ancient Coin'; 'Warding Totem (Trinket)'; 'Crystalline Bracer'], [u'Sightstone'; 'Catalyst the Protector'; 'Iceborn Gauntlet'; "Targon's Brace"; 'Boots of Mobility'; 'Sweeping Lens (Trinket)'; 'Crystalline Bracer']
AP Malphite, 54, [u'Abyssal Scepter'; 'Iceborn Gauntlet'; 'Ninja Tabi'; 'Sunfire Cape'; 'Frozen Heart'; "Liandry's Torment"; 'Warding Totem (Trinket)'], [u'Abyssal Scepter'; 'Iceborn Gauntlet'; 'Ninja Tabi'; 'Sunfire Cape'; 'Frozen Heart'; "Liandry's Torment"; 'Warding Totem (Trinket)']
AP Katarina, 55, [u'Abyssal Scepter'; "Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Abyssal Scepter'; "Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Nocturne, 56, [u'Chain Vest'; 'Null-Magic Mantle'; 'Ninja Tabi'; 'Trinity Force'; 'Bilgewater Cutlass'; 'Warding Totem (Trinket)'; "Stalker's Blade"], []
AP Maokai, 57, [u"Doran's Ring"; 'Health Potion'; 'Mana Potion'; 'Rod of Ages'; 'Spirit Visage'; "Mercury's Treads"; 'Warding Totem (Trinket)'], [u"Doran's Ring"; 'Iceborn Gauntlet'; 'Rod of Ages'; 'Spirit Visage'; "Mercury's Treads"; 'Warding Totem (Trinket)'; "Bami's Cinder"]
AP JarvanIV, 59, [u"Rabadon's Deathcap"; 'Lich Bane'; 'Aether Wisp'; 'Boots of Mobility'; 'Void Staff'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u'Pickaxe'; 'Health Potion'; 'Mana Potion'; 'Crystalline Flask'; 'Trinity Force'; "Mercury's Treads"; 'Warding Totem (Trinket)']
AP Elise, 60, [u'Blasting Wand'; 'Abyssal Scepter'; "Sorcerer's Shoes"; 'Frozen Heart'; "Liandry's Torment"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Lich Bane'; 'Boots of Mobility'; "Liandry's Torment"; 'Will of the Ancients'; "Luden's Echo"; 'Warding Totem (Trinket)'; 'Enchantment: Magus']
AP Orianna, 61, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Athene's Unholy Grail"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP MonkeyKing, 62, [u'Vision Ward'; 'Elixir of Iron'; 'Trinity Force'; 'Boots of Mobility'; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Enchantment: Warrior'], [u'Vision Ward'; 'Elixir of Iron'; 'Trinity Force'; 'Boots of Mobility'; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Enchantment: Warrior']
AP Brand, 63, [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; "Liandry's Torment"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; "Liandry's Torment"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP LeeSin, 64, [u"Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; 'Warding Totem (Trinket)'], [u"Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; "Mejai's Soulstealer"; 'Warding Totem (Trinket)']
AP Vayne, 67, [u"Doran's Ring"; "Doran's Ring"; "Doran's Ring"; "Doran's Ring"; "Doran's Ring"; 'Mana Potion'; 'Scrying Orb (Trinket)'], [u"Doran's Ring"; "Doran's Ring"; "Doran's Ring"; "Doran's Ring"; "Doran's Ring"; 'Mana Potion'; 'Scrying Orb (Trinket)']
AP Rumble, 68, [u"Giant's Belt"; 'Blasting Wand'; 'Amplifying Tome'; "Sorcerer's Shoes"; "Liandry's Torment"; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u'Abyssal Scepter'; "Sorcerer's Shoes"; "Rylai's Crystal Scepter"; 'Void Staff'; "Liandry's Torment"; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Cassiopeia, 69, [u"Sorcerer's Shoes"; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Seraph's Embrace"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Skarner, 72, [u'Trinity Force'; "Warmog's Armor"; "Wit's End"; 'Frozen Heart'; "Mercury's Treads"; "Guinsoo's Rageblade"; 'Warding Totem (Trinket)'], [u'Trinity Force'; "Warmog's Armor"; "Wit's End"; 'Frozen Heart'; "Mercury's Treads"; "Guinsoo's Rageblade"; 'Warding Totem (Trinket)']
AP Heimerdinger, 74, [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; "Zhonya's Hourglass"; 'Morellonomicon'; 'Warding Totem (Trinket)'], [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; "Zhonya's Hourglass"; 'Morellonomicon'; 'Warding Totem (Trinket)']
AP Nasus, 75, [u'Iceborn Gauntlet'; 'Spirit Visage'; 'Trinity Force'; 'Frozen Heart'; "Mercury's Treads"; "Randuin's Omen"; 'Warding Totem (Trinket)'], [u'Iceborn Gauntlet'; 'Spirit Visage'; 'Trinity Force'; 'Frozen Heart'; "Mercury's Treads"; "Randuin's Omen"; 'Warding Totem (Trinket)']
AP Nidalee, 76, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Zhonya's Hourglass"; 'Morellonomicon'; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Udyr, 77, [u'Cloth Armor'; 'Cloth Armor'; 'Glacial Shroud'; 'Trinity Force'; "Mercury's Treads"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk'], [u'Cloth Armor'; 'Cloth Armor'; 'Glacial Shroud'; 'Trinity Force'; "Mercury's Treads"; 'Warding Totem (Trinket)'; 'Enchantment: Cinderhulk']
AP Poppy, 78, [u'Trinity Force'; 'Frozen Heart'; 'Hextech Gunblade'; 'Ionian Boots of Lucidity'; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Righteous Glory'], [u'Trinity Force'; 'Frozen Heart'; 'Hextech Gunblade'; 'Ionian Boots of Lucidity'; "Spectre's Cowl"; 'Warding Totem (Trinket)'; 'Righteous Glory']
AP Gragas, 79, [u"Sorcerer's Shoes"; 'Spirit Visage'; 'Sunfire Cape'; 'Lich Bane'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'; 'Enchantment: Magus'], [u'Blasting Wand'; "Doran's Ring"; 'Needlessly Large Rod'; "Sorcerer's Shoes"; 'Rod of Ages'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Pantheon, 80, [u'Needlessly Large Rod'; "Rabadon's Deathcap"; 'Fiendish Codex'; 'Boots of Mobility'; 'Haunting Guise'; "Luden's Echo"; 'Greater Vision Totem (Trinket)'], [u'Needlessly Large Rod'; "Rabadon's Deathcap"; 'Fiendish Codex'; 'Boots of Mobility'; 'Haunting Guise'; "Luden's Echo"; 'Greater Vision Totem (Trinket)']
AP Ezreal, 81, [u'Long Sword'; 'Pickaxe'; "Doran's Blade"; 'Muramana'; 'Trinity Force'; 'Ionian Boots of Lucidity'; 'Warding Totem (Trinket)'], [u'Long Sword'; 'Pickaxe'; "Doran's Blade"; 'Manamune'; 'Trinity Force'; 'Ionian Boots of Lucidity'; 'Warding Totem (Trinket)']
AP Mordekaiser, 82, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; "Rylai's Crystal Scepter"; "Liandry's Torment"; 'Will of the Ancients'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; "Rylai's Crystal Scepter"; 'Will of the Ancients'; "Zhonya's Hourglass"; "Luden's Echo"; 'Warding Totem (Trinket)']
AP Yorick, 83, [u'Muramana'; 'The Bloodthirster'; 'Trinity Force'; "Warmog's Armor"; 'Hextech Gunblade'; 'Ionian Boots of Lucidity'; 'Farsight Orb (Trinket)'], [u'Muramana'; 'The Bloodthirster'; 'Trinity Force'; "Warmog's Armor"; 'Hextech Gunblade'; 'Ionian Boots of Lucidity'; 'Farsight Orb (Trinket)']
AP Akali, 84, [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; 'Void Staff'; 'Hextech Gunblade'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u"Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Lich Bane'; "Rylai's Crystal Scepter"; 'Hextech Gunblade'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Kennen, 85, [u'Amplifying Tome'; "Doran's Blade"; 'Health Potion'; "Sorcerer's Shoes"; 'Haunting Guise'; "Zhonya's Hourglass"; 'Warding Totem (Trinket)'], [u'Blasting Wand'; "Sorcerer's Shoes"; "Rabadon's Deathcap"; 'Void Staff'; "Liandry's Torment"; "Zhonya's Hourglass"; 'Warding Totem (Trinket)']
AP Garen, 86, [u"Doran's Ring"; 'Health Potion'; 'Mana Potion'; 'Crystalline Flask'; 'Vision Ward'; 'Stealth Ward'; 'Warding Totem (Trinket)'], []
